experiment,track,template_date,planned_grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,planned_purchase_cost_yuan,emergency_purchase_cost_yuan,total_cost_yuan,saving_vs_original_b0_yuan,saving_vs_original_b1_yuan,saving_vs_matched_b0_yuan
weekday,B1,2025-08-31,68396.21306913579,20213.2074691358,16372.698049999999,5126.125300000001,3035.2055499999988,44308.12109504685,19986.45156038334,64294.572655430195,84773.57775415316,101373.43160352814,1564.9782136631402
weekday,B1,2025-09-01,71627.2510874218,20180.916249588474,16346.542162166668,379.1849666666667,14597.927566666662,45590.87078594533,1422.484033916666,47013.354819862,11195.823046386337,-164.13181229293696,11535.769660706334
weekday,B1,2025-09-02,70346.21777407406,19298.624074074072,15631.885499999999,1624.7428,14246.466499999997,44859.344376317276,7638.818899316666,52498.16327563394,8766.298163726067,628.0461171814386,11316.16605018606
weekday,B1,2025-09-03,70235.88779789918,20645.12630473251,16722.55230683333,813.0483999999992,11578.645099999998,44666.67430852632,2627.029607958332,47293.70391648466,14087.353847718681,4750.70005118056,12150.126080628674
weekday,B1,2025-09-04,72396.0321918539,19674.814781687244,15936.599973166667,826.0639833333338,15558.315266666663,46490.919954921716,3909.2297029750016,50400.14965789672,10930.302566239952,-1167.4622978262196,12172.577617493276
weekday,B1,2025-09-05,40374.87157901234,14236.734012345678,11531.754549999998,216.67968333333368,31062.3103,23987.370352599508,505.5904973416677,24492.960849941177,26717.926327888817,12241.694583964498,12005.334275513822
weekday,B1,2025-09-06,40115.116829012346,13663.590679012315,11067.508450000003,218.0873666666671,30016.038566666695,23688.464867012037,884.4014338500015,24572.86630086204,9471.340021422966,-2376.050238953332,12354.618559299623
weekday,B1,2025-09-07,69320.3814899177,21370.063806584363,17309.751683333332,1785.147083333334,12084.232449999994,44457.77781445568,5494.857252625003,49952.635067080686,86219.01474050265,110850.12117875968,9519.998619460981
weekday,B1,2025-09-08,59317.556225102875,20389.275658436214,16515.313283333333,5655.707533333336,1703.7311833333315,36569.30156819508,23440.533560258347,60009.83512845343,4498.337435489899,674.8173339632049,4117.656520804914
weekday,B1,2025-09-09,63316.808874866256,19942.14539403292,16153.137769166664,1477.6794833333352,7902.6464333333315,39350.436270903054,5875.672095508338,45226.10836641139,11695.507072700275,-1044.7026449365148,12793.291640326941
weekday,B1,2025-09-10,58622.49085720164,20042.562757201646,16234.475833333334,8502.568400000013,2000.9734333333408,37022.35169909747,34700.057879475055,71722.40957857252,-4853.995741012521,-447.07124770878,-4633.178588342518
weekday,B1,2025-09-11,65223.132595267496,21688.154711934156,17567.405316666664,1250.65171666667,8856.948716666664,40083.124533984876,5133.9452317583455,45217.06976574322,13426.788234091793,441.00491840524774,12923.097074215118
weekday,B1,2025-09-12,30773.298606995882,13787.856440329215,11168.163716666666,2179.6979166666674,18781.6472,16954.407425023208,8184.825561333336,25139.232986356543,26438.16607188679,11574.025267663641,9474.062606960124
weekday,B1,2025-09-13,31544.730451646086,14483.170534979423,11731.368133333333,1609.8262500000005,22395.6519,17174.844008696375,6767.644764308334,23942.48877300471,10272.51096534196,361.61629270133926,10567.671605448628
weekday,B1,2025-09-14,59307.62299526749,21340.484711934158,17285.79261666667,6593.208866666668,1746.8153666666642,37174.417167558204,22283.784144175006,59458.20131173321,86470.0254332268,111382.34700362278,1039.7478833584682
weekday,B1,2025-09-15,64323.034059259255,21372.697592592594,17311.885049999997,1957.227916666669,7152.418933333331,39527.62031211944,7714.4537743250075,47242.07408644445,13220.359556980555,248.65826487827144,13202.881223497214
weekday,B1,2025-09-16,60380.56848148148,21640.533148148144,17528.83185,5455.051299999997,2232.148883333331,38044.06005011278,17586.94946643332,55631.009516546095,3972.294397408914,904.7339785483564,2807.9981032122305
weekday,B1,2025-09-17,62905.878493827164,20961.460493827162,16978.782999999996,3774.489300000001,2737.5718999999976,38875.15189496278,16895.383724741674,55770.53561970445,7045.0122656588865,1147.4725541764128,6697.281597658883
weekday,B1,2025-09-18,63835.43508333333,21333.33333333333,17280.0,1987.7556166666686,2813.806366666665,39549.59156506666,7714.756111608341,47264.347676674995,12644.035329006685,1311.9133541561023,11086.641978805012
weekday,B1,2025-09-19,31503.268603497938,14338.380720164607,11614.088383333334,1986.027583333334,14663.651450000001,17182.303671997302,7448.589076691669,24630.892748688973,28607.002289012686,14668.654959724605,10576.467660632698
weekday,B1,2025-09-20,31670.616689094648,14365.066872427982,11635.704166666666,2216.6348166666676,15512.4551,17398.361265238993,9030.054400608336,26428.41566584733,9977.57795509434,961.8786711790963,9422.57600614601
weekday,B1,2025-09-21,65626.8444127572,21444.434979423866,17369.992333333335,2418.9774000000016,5683.891366666664,40997.37752207975,7829.2151256500065,48826.592647729754,90867.72205074358,107573.50354709031,10174.490660866912
weekday,B1,2025-09-22,62147.39221337448,20853.46226337448,16891.30443333333,3877.7434333333345,1448.9577166666656,38475.141124748516,15667.092847241669,54142.23397199019,11105.983811824815,146.74232609703176,10469.372730854819
weekday,B1,2025-09-23,65308.3379919753,21415.80197530864,17346.7996,3361.8393166666688,2484.5586333333313,40553.085120416785,15047.703219016676,55600.788339433464,8053.391020216535,740.875712885485,7300.49756282154
weekday,B1,2025-09-24,66003.2581765432,21811.204876543205,17667.07595,2844.397716666668,3640.3017666666656,40833.027763428516,10169.470067991671,51002.49783142019,10679.107800229809,-487.3447819076682,10859.06036500314
weekday,B1,2025-09-25,64906.481383333325,21333.333333333332,17280.0,2516.9558000000015,3034.6550499999967,40558.62880459166,9486.890344158339,50045.51914875,11209.617592901675,-395.897121269998,12456.113628213338
weekday,B1,2025-09-26,32594.080319753084,14956.924753086418,12115.10905,1491.026000000003,13549.047116666672,17885.129889328517,5709.848842900004,23594.97873222852,30384.128752409808,16543.782980023396,9410.737464314814
weekday,B1,2025-09-27,32281.649662345677,14842.894012345681,12022.744149999999,3820.5667333333345,15480.763633333328,17749.89966743074,14840.009401300003,32589.90906873074,6571.818319564263,1389.527463444072,6091.056787355927
weekday,B1,2025-09-28,66898.56175884773,22003.93829218107,17823.190016666667,3880.079283333336,3110.263966666665,41668.3855586795,16872.22601578334,58540.61157446285,90160.34430031382,106717.35394152912,6017.459950443823
weekday,B1,2025-09-29,68411.79211049381,21556.53049382716,17460.7897,1626.7269666666693,3182.8863833333307,42356.73239467926,6344.591183791677,48701.32357847094,13640.19311440739,1082.9498196760978,12490.9375111224
weekday,B1,2025-09-30,66903.09962962962,21433.376296296294,17361.0348,4304.9212000000025,1713.5042333333308,41883.70710959889,17395.56734693334,59279.27445653223,8809.26766105611,1043.309398102967,8140.226994217774
weekday,B1,2025-10-01,69686.13744130658,21927.496445473247,17761.27212083333,212.30291666666753,16070.694233333332,43357.544356206505,547.5695290250023,43905.113885231505,13501.843048520153,351.23807466679864,13018.743586193486
weekday,B1,2025-10-02,59829.28782674897,21386.56119341564,17323.114566666667,2734.536500000001,6769.594499999996,37658.74092861098,8941.489827308336,46600.23075591932,9295.796618345688,-1303.0688098493192,10732.892790074016
weekday,B1,2025-10-03,31270.38885576131,14844.018539094646,12023.655016666668,2027.84245,22660.713183333333,16855.609589549564,8344.154550191666,25199.76413974123,24282.695271397104,9191.301913548763,5428.208872115436
weekday,B1,2025-10-04,32833.2961526749,15120.70378600823,12247.770066666666,1821.0362499999994,18685.417083333334,18027.979759467715,6949.7074949166645,24977.68725438438,9260.835951407287,1865.736925398458,7938.923713753953
weekday,B1,2025-10-05,65151.49403888888,21385.82555555555,17322.5187,652.7698333333334,7004.996316666665,40541.55838443666,2026.6036533250003,42568.162037761664,97893.65412914498,112458.6555087322,13383.09190947
weekday,B1,2025-10-06,62303.93709012345,21373.590123456786,17312.608,2789.8479166666657,3299.6941833333294,39099.15444872981,9963.265831849994,49062.420280579805,9714.31061097853,2569.5611177651954,8296.568669646855
weekday,B1,2025-10-07,64816.86864485596,21386.528744855965,17323.08828333333,1907.5090166666682,4889.3739,40508.262079384935,7727.988376000005,48236.25045538494,9597.46064733839,-1491.8211229816152,10627.434654886725
weekday,B1,2025-10-08,61700.46047139917,21408.533621399176,17340.912233333333,1834.6569666666683,2989.0009499999987,37463.32873167512,6643.628366558341,44106.95709823346,12342.035947718206,-42.84740445913485,12574.935629236541
weekday,B1,2025-10-09,60372.47643333332,21333.33333333333,17280.0,2261.0334666666686,2820.1946666666636,36638.39574593166,9815.677926491675,46454.073672423336,11183.21173905833,-139.02188718166144,11202.210148570004
weekday,B1,2025-10-10,29660.28596255144,15573.13199588477,12614.236916666667,1637.3326666666678,18995.111650000003,15161.191383848642,5854.44686341667,21015.638247265313,30799.640287213013,15905.191275103876,12073.522033281355
weekday,B1,2025-10-11,30856.154770781894,15929.131337448558,12902.596383333334,1895.5716666666667,15618.877583333335,15851.316427289235,8312.9067377,24164.223164989235,8311.333256535763,456.4912551256348,7896.515242590773
weekday,B1,2025-10-12,63982.9514,21385.166666666668,17321.985,1930.799450000002,3335.612683333333,39049.31376782166,7641.504871925008,46690.81863974666,98707.49831811333,119687.14335376417,10263.212040393344
weekday,B1,2025-10-13,62766.6127201646,21394.23572016461,17329.33093333333,1545.3390166666684,3219.6515499999978,38185.303688138636,6537.144580541673,44722.44826868031,13113.018318208029,818.5787273560563,12474.971462883026
weekday,B1,2025-10-14,60779.28630041152,21434.03263374485,17361.56643333333,5112.780600000002,1045.771599999998,37163.76448520993,19808.430492975007,56972.19497818494,6044.309625436734,-1087.2582064832022,6771.853661413392
weekday,B1,2025-10-15,64202.15959156379,21418.40600823045,17348.908866666665,3274.816883333334,1487.4555333333296,39428.24654423876,11970.892874941668,51399.13941918043,6786.5213991279015,111.76825780389481,6346.753059784576
weekday,B1,2025-10-16,66158.10370596708,21829.32152263374,17681.750433333335,2822.659283333335,1866.7191999999986,40417.53492939661,11222.22619018334,51639.76111957995,14138.524643738383,1675.1145134071048,12502.16400867339
weekday,B1,2025-10-17,31742.9927537037,16126.857037037036,13062.7542,782.6514166666668,13457.342833333332,16551.985552884813,3014.2076060166673,19566.19315890148,35587.80636791685,21920.38499682364,12309.497790963527
weekday,B1,2025-10-18,31101.303191152256,15891.265041152263,12871.924683333333,1886.2072500000013,13891.576883333331,16224.35049720405,6419.3765809833385,22643.72707818739,10066.021964555948,196.30016603350305,9858.198030080945
weekday,B1,2025-10-19,66307.2007191358,21989.077469135802,17811.15275,3402.0652166666687,1645.6173166666658,40508.05436767129,14433.809280233343,54941.86364790463,108311.1207491087,126476.06331976462,9949.022914922047
weekday,B1,2025-10-20,67805.9578440329,22282.78347736625,18049.054616666668,3181.3380833333376,2312.784266666664,41823.164222167296,12740.475525966682,54563.63974813398,9916.801851301032,1312.2406701336076,9321.273337759361
weekday,B1,2025-10-21,68767.0788930041,22091.505226337442,17894.11923333333,3345.5132833333346,1452.6246833333303,42274.130170658,11329.866902616672,53603.99707327467,7520.680260975336,-45.823096438354696,7547.775074248653
weekday,B1,2025-10-22,70217.02761893003,22172.707818930037,17959.893333333333,2439.091650000002,2888.4088833333317,42897.87158735177,10823.707817233342,53721.579404585114,11240.85128919156,-877.0822071442599,12092.207974748213
weekday,B1,2025-10-23,69864.71240432098,22360.66265432099,18112.13675,1803.2625333333344,4039.952033333331,43101.84439622851,7165.5811605583385,50267.425556786846,11253.859407904827,699.8599372218523,10699.826460758159
weekday,B1,2025-10-24,31722.88631419753,16413.617530864198,13295.0302,1920.2822666666673,12104.530449999998,16492.01888882512,7739.292385125002,24231.311273950123,30831.077539233214,17401.200229844442,11357.338623054879
weekday,B1,2025-10-25,32129.1129345679,16461.2962345679,13333.649949999999,1949.961983333334,11552.99613333333,16682.977224289934,7556.480602225003,24239.45782651494,8645.3806890134,-984.6058230912022,9615.380297300064
weekday,B1,2025-10-26,69603.33807633744,22402.341893004115,18145.896933333333,1761.9216000000015,2564.5023166666642,42930.72568120362,6326.826158800006,49257.55184000362,107460.97513655639,125017.09332888624,10903.488419333044
weekday,B1,2025-10-27,69195.71132530863,21949.60530864197,17779.1803,2128.4662000000017,3601.1703166666653,42451.64952495203,8359.91851295834,50811.56803791037,14334.241306227981,1825.3831088956285,12655.737074667959
weekday,B1,2025-10-28,67780.07348600822,22195.827119341564,17978.619966666665,3932.638883333336,1523.0827166666656,41932.605085190575,13920.194465133343,55852.79955032392,6305.232984817747,-72.98255234644603,6550.236019972748
weekday,B1,2025-10-29,70327.45160740739,22090.464074074072,17893.275899999997,4441.5890166666695,1259.5954499999984,43471.763520801585,16797.289137908345,60269.05265870993,6704.422203775073,610.5843681348051,6254.200113801751
weekday,B1,2025-10-30,73243.71862880659,23374.004362139916,18932.94353333333,1302.782683333336,5317.623383333332,45108.002532833125,5026.310519666677,50134.3130524998,11952.916723451875,-107.12349192918919,12141.480325178542
weekday,B1,2025-10-31,33295.867107613165,17117.993724279837,13865.574916666666,2956.828166666668,9095.984766666665,17582.15146510224,10837.365721941673,28419.517187043915,27587.313702644416,14311.106771129103,5582.781911476086
weekday,B1,2025-11-01,33211.79548662551,16761.14606995885,13576.52831666667,1292.5108833333336,8775.650216666665,17581.870178220695,4537.058037325,22118.928215545697,11225.58559100097,-346.385864537202,11449.14520290264
weekday,B1,2025-11-02,72312.20190432099,22736.992654320988,18416.96405,2332.662433333335,1528.4519333333324,44549.58792442547,9906.465862641673,54456.05378706714,115128.99292833619,131654.9014244828,10941.2288724412
weekday,B1,2025-11-03,73173.49103127571,23314.626831275717,18884.847733333332,2801.1010166666674,2039.883049999998,45211.90546749263,8683.37710419167,53895.2825716843,8253.705491199034,-13.593939213569683,8497.2127292207
weekday,B1,2025-11-04,73492.29490967077,22537.551893004114,18255.41703333333,1594.4348666666692,3224.5222166666654,45116.934628390205,6622.809581691676,51739.74421008188,11244.811265579796,-281.58003945562086,11341.179021703123
weekday,B1,2025-11-05,72209.28511481482,22653.73314814815,18349.523849999998,3249.73056666667,1476.7865833333317,44724.05396704074,11242.679156500011,55966.73312354075,10417.647476939252,1013.708354959992,9753.135936239254
weekday,B1,2025-11-06,73192.46942427984,22962.033724279834,18599.247316666664,4104.695666666667,1564.794283333331,45217.37011018366,17018.99230026667,62236.36241045033,6615.627970567999,-1154.142232865648,7982.784088141336
weekday,B1,2025-11-07,33613.986412139915,17673.20602880658,14315.29688333333,1279.8995500000015,8217.514716666668,17642.611295711664,4824.597180200006,22467.20847591167,36436.11178778666,24615.00805748567,13076.007744485003
weekday,B1,2025-11-08,33466.47388148148,17642.92514403292,14290.769366666667,2681.0690833333338,9004.179487448559,17381.637867241665,10921.296252500004,28302.93411974167,6243.432671580002,-432.5004547600074,6328.214109281671
weekday,B1,2025-11-09,73940.3899845679,22846.386234567894,18505.572849999997,3294.36646666667,1547.125766666666,45773.49406321308,12657.874970133347,58431.36903334643,116784.3483478169,135805.38813551847,10222.44240805191
weekday,B1,2025-11-10,75761.42950516666,23596.670816666665,19113.303361500002,3675.6890000000035,1095.3066499999982,46818.494063323335,14257.646474383348,61076.140537706684,7087.840795654993,-949.204154660023,8663.808088926657
weekday,B1,2025-11-11,77302.51704794238,23513.505164609054,19045.939183333332,1320.3412666666677,2596.272033333332,48071.605728827635,5087.862595666668,53159.4683244943,11261.699878889034,-224.3648606242059,11228.646601885703
weekday,B1,2025-11-12,75797.39627942386,23325.454979423866,18893.618533333334,1795.1926166666685,2204.7638499999966,47098.114393526324,8205.704001383343,55303.81839490967,10339.517226063675,-1042.604880420411,10939.655789252007
weekday,B1,2025-11-13,75728.47349616665,23558.449716666666,19082.344270500005,3383.7122500000023,2240.2084999999984,47249.41739401461,11572.393232383345,58821.81062639795,7688.415645457055,-792.083871716175,8300.48674545873
weekday,B1,2025-11-14,34321.213090946505,17642.243724279833,14290.217416666666,1734.1555833333346,5104.88706666667,18158.473178758337,5912.2761195750045,24070.749298333343,35299.579332069996,23747.965369944308,10976.948650621664
weekday,B1,2025-11-15,34272.5958962963,17706.889629629623,14342.580600000001,1613.0166166666688,4309.416583333339,18107.878090715,6337.047592975008,24444.92568369001,11543.323577976662,194.95564292332347,11531.424903463325
weekday,B1,2025-11-16,78053.88880483333,23322.676516666666,18891.3679785,2646.7773166666693,1834.8130833333303,48810.46834913136,9620.01720142501,58430.485550556376,122863.23326551031,139286.00115968322,10331.791865135296
weekday,B1,2025-11-17,78945.59574799999,23427.467533333333,18976.248701999997,1515.249016666669,3313.871933333332,49510.51937108487,5661.094011808342,55171.61338289321,10229.296395168465,-757.0734286835359,11154.643202738473
weekday,B1,2025-11-18,77817.59054849998,23335.154816666665,18901.4754015,3456.991883333333,1950.350616666665,48677.818417917966,11580.316280066665,60258.13469798463,9581.003622933713,1198.135993276097,8292.07807478038
weekday,B1,2025-11-19,78988.2008946502,23498.009094650206,19033.387366666662,3007.5411833333346,2162.8088499999985,49183.95414844905,12583.284295091671,61767.238443540715,10092.056522299288,-810.0269119338409,10777.988626092614
weekday,B1,2025-11-20,79411.31449,23382.08933333333,18939.492359999997,2538.683800000003,2714.3254166666666,49935.07183942766,9179.389581175012,59114.461420602674,9869.575931085667,-95.4367323018887,9607.683098835652
weekday,B1,2025-11-21,34369.09459526748,17676.464711934153,14317.936416666667,1827.5232000000003,3973.705500000001,18266.517635941666,5903.893342758334,24170.410978699998,36981.66137405167,25507.457122032458,12223.751157833336
weekday,B1,2025-11-22,35086.52918518519,18106.69384773662,14666.422016666667,1726.8017958847763,3153.230350000003,18555.95244175833,6599.316925814106,25155.269367572437,12453.052789994232,911.6425814579125,11362.583243084235
weekday,B1,2025-11-23,80449.44946149999,23259.262516666666,18840.002638500002,1919.7633166666692,2717.8566999999966,50600.90607922785,7489.353669591676,58090.259748819524,123985.3498233638,140679.07164724809,11155.899980172158
weekday,B1,2025-11-24,79183.04121378601,23494.34989711934,19030.42341666667,2947.4557000000023,3504.626933333329,49550.047855281686,11779.55215873334,61329.60001401503,9339.359569223321,-211.2814575489756,9804.625676266645
weekday,B1,2025-11-25,78499.21421595883,23838.272803292177,19309.000970666668,3607.553666666668,1408.8363499999982,49022.72918946609,13600.67925770834,62623.40844717443,9594.690655405575,199.10956348244508,9174.203879858906
weekday,B1,2025-11-26,81083.09274027776,23248.01652777777,18830.8933875,2128.8468500000026,2037.1504499999967,50917.4740703793,7779.75911350001,58697.23318387931,10959.031113235695,781.5218045906149,10081.184883775692
weekday,B1,2025-11-27,81404.42696049383,23614.41882716049,19127.679249999997,1471.8999833333362,2608.695366666666,51182.28533024172,5765.960320858344,56948.245651100064,12102.988722416601,821.394426655992,11337.162146334944
weekday,B1,2025-11-28,35687.61858909465,18176.10444444444,14722.6446,2183.109222016461,3496.029566666666,18969.21980797333,8910.948643857513,27880.168451830847,34030.46308452748,22595.999404723792,10550.251112379156
weekday,B1,2025-11-29,36147.879089094655,18782.71687242799,15214.000666666665,4820.977083333333,2470.6905666666617,19105.957821011278,16822.19672786667,35928.15454887795,1061.8676493570529,-38.715316058689496,849.060732075377
weekday,B1,2025-11-30,85159.20464259258,24227.695925925924,19624.4337,1703.4598666666693,2014.5746833333308,53569.431265388324,7096.605153991678,60666.036419380005,133597.43083398667,150224.3323957002,11192.137825051672
weekday,B1,2025-12-01,84895.17259423868,24649.953127572015,19966.46203333333,7010.644133333337,923.3981333333319,53401.62260551963,26467.95334815835,79869.57595367798,10658.994215235361,-583.952513614815,11245.3192855487
weekday,B1,2025-12-02,83286.53036234567,24192.642345679007,19596.040299999997,10344.03066666667,396.1496833333329,52554.82113061055,38808.95633525001,91363.77746586056,-8506.82403568388,-19822.95598019722,10139.483469649436
weekday,B1,2025-12-03,85636.66497530864,24805.483641975305,20092.441749999998,7202.36403333334,963.2386166666657,54226.06533840722,24029.765735966685,78255.83107437391,-474.45990815226105,-11900.147909780891,11152.751684772782
weekday,B1,2025-12-04,84391.64791131686,24493.099094650202,19839.410266666666,7865.299866666671,832.0503499999994,53220.44520907536,29623.066537925017,82843.51174700038,-1304.7967584370344,-12695.418691903717,11220.43669889131
weekday,B1,2025-12-05,37327.305412757196,19228.0333127572,15574.706983333333,8117.804233333335,480.15531666666607,19868.855749148148,30113.72116466667,49982.57691381482,19887.192673986836,8440.664954383508,862.4726040001842
weekday,B1,2025-12-06,38253.83017345679,19231.966790123453,15577.893099999998,9533.224983333337,468.34996666666643,20038.48839687623,33382.93972129168,53421.42811816791,-8968.018025117904,-15271.507124210686,305.1201928037626
weekday,B1,2025-12-07,86914.03533765432,24796.795987654317,20085.404749999998,6079.646383333338,629.6088833333322,54998.37188705777,21804.05921867502,76802.43110573279,127397.39334649722,133381.26644839777,11260.738009523891
weekday,B1,2025-12-08,92636.61077304526,25052.635823045264,20292.63501666667,1995.1204000000027,2024.5186666666627,58852.4512583673,7446.212609858347,66298.66386822565,11975.839833721038,605.0429486880603,11404.515904849352
weekday,B1,2025-12-09,93660.1749553498,25382.60090534979,20559.906733333333,1560.8553166666684,3009.8816999999963,59687.43871984219,6853.0952748833415,66540.53399472553,13915.46270153948,2509.566277384438,11424.91194065947
weekday,B1,2025-12-10,92138.81294074073,25379.519074074073,20557.410449999996,2978.905100000004,1907.991616666664,58544.2363294474,10842.476343308348,69386.71267275575,11998.338281939257,563.1258657479921,11438.17807265425
weekday,B1,2025-12-11,94139.65154156377,25234.45600823045,20439.909366666667,1084.3787000000027,4468.228999999996,60012.10202525082,4323.671431008343,64335.77345625916,13390.928021737513,2002.8721498773884,11429.915166730854
weekday,B1,2025-12-12,45025.09864362139,20966.167510288065,16982.595683333333,4192.790600000001,1519.9037166666649,23371.17102327852,15148.49907381667,38519.67009709519,30524.973268571484,19138.187806218135,3912.4385222498095
weekday,B1,2025-12-13,48542.96833806584,21154.933621399174,17135.49623333333,1833.2875166666677,2558.2842666666656,25066.471740931232,8279.379196683338,33345.85093761457,8677.0921226871,872.7719504709239,8371.868931948768
weekday,B1,2025-12-14,94866.67054876543,25478.062098765433,20637.2303,1373.7337500000015,2620.851199999996,60765.50483374821,5328.6319250833385,66094.13675883155,143688.32559850847,146103.49683673267,11463.244239901775
weekday,B1,2025-12-15,93413.68078024691,24985.215246913576,20238.02435,2180.799700000003,1377.7313833333303,59426.82543556136,8231.329558591677,67658.15499415304,11963.44773558031,523.489712476905,11422.122159060309
weekday,B1,2025-12-16,94623.38874773662,25075.65884773662,20311.283666666666,1297.5864833333355,1738.5083499999973,60531.97152619976,4552.0193295166755,65083.99085571644,13658.165220055242,2227.858923139349,11446.749504283558
weekday,B1,2025-12-17,93868.2458,24833.333333333332,20115.0,1579.496566666668,2537.562233333331,59699.58733830499,6312.897618716672,66012.48495702166,10995.951939576684,-441.18960731498373,11412.852360211677
weekday,B1,2025-12-18,92231.42471666666,24833.333333333332,20115.0,2408.9533833333353,2555.7773666666635,58665.05613583666,9211.194808991677,67876.25094482834,11035.479960593322,-363.878017347859,11403.361413433347
weekday,B1,2025-12-19,45758.65718065844,21294.977880658436,17248.932083333333,3299.9513833333353,2104.1718666666657,23797.392268535496,11743.822065650009,35541.214334185504,34859.749479079495,23385.790279108936,7564.9608886745045
weekday,B1,2025-12-20,47233.69905514403,21465.661255144034,17387.185616666662,1747.0254833333354,2045.8958999999995,24500.639981895067,7149.467117716675,31650.10709961174,11365.444521086589,1018.9916799799976,10955.706331699934
weekday,B1,2025-12-21,93516.64874526748,25295.95137860082,20489.720616666666,2834.548600000002,2507.18458333333,59916.46114203286,9402.648835725007,69319.10997775786,138784.9107758188,146583.44626856787,11486.141000423799
weekday,B1,2025-12-22,93707.04478353908,24949.886316872427,20209.40791666667,2282.3792166666694,2311.519499999997,59552.839587758346,9373.928392400012,68926.76798015836,10468.322648013316,-960.7813325710449,11410.267187214995
weekday,B1,2025-12-23,93641.49629526748,25134.629711934154,20359.050066666667,925.2168333333356,2533.0408833333304,59705.566112687855,3318.982803541675,63024.54891622953,12355.025805878817,892.6366596989465,11454.243741683807
weekday,B1,2025-12-24,92553.42160390946,25186.468353909462,20401.039366666664,2215.7832166666694,2129.216733333331,58783.455807335384,9520.27583751668,68303.73164485206,11406.806412242964,-23.354894887670525,11421.990420282964
weekday,B1,2025-12-25,93010.78823518517,25238.110185185185,20442.869250000003,2413.7266333333364,2816.8257333333304,59387.99359238685,8034.698090083347,67422.69168247019,10779.327627263134,-649.1358039429033,11437.489309686483
weekday,B1,2025-12-26,46561.69582633744,20767.26189300411,16821.48213333333,2531.979950000001,2140.2744166666653,24237.700461009135,10202.339242958335,34440.03970396747,35937.73590554252,24533.74215303798,8410.845726537525
weekday,B1,2025-12-27,47484.197449382715,21465.066049382716,17386.703499999996,2325.313633333335,2392.3389333333316,24657.749851213888,8772.292451716674,33430.04230293056,8390.720511991109,151.88246972351772,7896.720268006109
weekday,B1,2025-12-28,94072.530995679,25086.657345679014,20320.19245,1444.4675166666689,3941.2793166666625,60163.56461421623,5457.325412808339,65620.89002702456,136488.7446173355,140336.2397490152,11454.487104622094
weekday,B1,2025-12-29,92734.76346316873,24833.287613168723,20114.962966666666,1972.4948833333353,2465.167599999996,59045.8500016887,7045.640405716675,66091.49040740538,13317.244873041302,1951.4837619564641,11417.13487903797
weekday,B1,2025-12-30,92558.67894794238,25029.28683127572,20273.722333333335,1878.71676666667,3457.429116666663,58664.18359125646,7912.7857584416815,66576.96934969813,11484.87565527021,79.9176099258475,11395.322883546862
weekday,B1,2025-12-31,91319.45309876543,24564.1487654321,19896.9605,3618.51066666667,1624.351899999997,58131.61261482944,13599.396356633348,71731.00897146278,11291.7070131839,-54.547154432948446,11357.383332187237
recent_buffer,B0,2025-02-01,51825.615126666664,0.0,0.0,30.953296666666688,17478.39182333333,38759.62922064666,208.7176975666668,38968.34691821333,-987.8102837366605,-12752.508778992087,0.0
recent_buffer,B0,2025-02-02,49236.18329,0.0,0.0,29557.286910000003,437.1925,36822.28204145667,131248.79010256668,168071.07214402335,13975.065890886646,35762.69225631628,0.0
recent_buffer,B0,2025-02-03,86430.77726666667,0.0,0.0,308.59987666666746,6522.460943333329,68952.431046771,1150.3134486866707,70102.74449545768,4576.0013093923335,-5960.927525201099,0.0
recent_buffer,B0,2025-02-04,88399.79168000001,0.0,0.0,474.6998066666666,7679.627986666664,70270.63863405034,2028.3422414316674,72298.98087548201,3998.5875168663188,-7118.536708621985,0.0
recent_buffer,B0,2025-02-05,89277.10942,0.0,0.0,141.23441000000054,8669.916429999996,71279.02484243267,385.1811246583354,71664.20596709101,-103.06164733266633,-10884.185715476378,0.0
recent_buffer,B0,2025-02-06,88760.23392666667,0.0,0.0,84.48577666666745,8573.661603333332,70583.911734915,341.16836296000304,70925.080097875,1040.0994294166594,-10133.17937215278,0.0
recent_buffer,B0,2025-02-07,88089.13287666667,0.0,0.0,0.0,56283.453076666665,70118.21913746599,0.0,70118.21913746599,-5835.293799880994,-17059.085363929327,0.0
recent_buffer,B0,2025-02-08,48696.70381333333,0.0,0.0,122.66961666666697,17242.210529999997,36712.11620206,436.62162263333425,37148.73782469334,-83.48101111000142,-5747.25028008574,0.0
recent_buffer,B0,2025-02-09,47352.82461333333,0.0,0.0,32255.021086666668,52.429500000000075,35447.053970874666,140694.53994007665,176141.5939109513,13212.581641418714,35562.37188101074,0.0
recent_buffer,B0,2025-02-10,87558.09441666666,0.0,0.0,122.70412666666664,13354.161343333333,69698.66246425867,275.2435099166665,69973.90597417533,-2448.420978562004,-13637.217264982559,0.0
recent_buffer,B0,2025-02-11,82470.46561333333,0.0,0.0,241.39914999999985,7491.2676633333285,65740.41207432601,1134.351745604999,66874.76381993102,2137.8027292039915,-8068.821938541892,0.0
recent_buffer,B0,2025-02-12,83290.91309666667,0.0,0.0,149.6535266666661,8173.8302233333325,66651.243520794,570.7485459666642,67221.99206676066,700.146107474342,-10378.182279919027,0.0
recent_buffer,B0,2025-02-13,83357.27642333333,0.0,0.0,97.99394000000018,12125.791063333334,66796.99019738799,292.1200307916671,67089.11022817966,-2725.329796031321,-14383.110651269832,0.0
