source_date,interval_index,sample_minute,interval_start_date,interval_start_minute,interval_end_date,interval_end_minute,load_kw,pv_actual_kw,load_kwh,pv_actual_kwh
2025-07-04,30,300,2025-07-04,300,2025-07-04,310,3184.5400,0.0000,530.7567,0.0000
2025-07-04,31,310,2025-07-04,310,2025-07-04,320,2956.3837,129.7678,492.7306,21.6280
2025-07-04,32,320,2025-07-04,320,2025-07-04,330,3069.5700,308.8539,511.5950,51.4757
2025-07-04,33,330,2025-07-04,330,2025-07-04,340,3368.1400,496.6875,561.3567,82.7812
2025-07-04,34,340,2025-07-04,340,2025-07-04,350,3191.4284,720.3604,531.9047,120.0601
2025-07-04,35,350,2025-07-04,350,2025-07-04,360,3073.5535,998.9992,512.2589,166.4999
2025-07-04,36,360,2025-07-04,360,2025-07-04,370,3216.2700,1254.9375,536.0450,209.1562
2025-07-04,37,370,2025-07-04,370,2025-07-04,380,3262.5588,1399.5041,543.7598,233.2507
2025-07-04,38,380,2025-07-04,380,2025-07-04,390,3182.7133,1661.3532,530.4522,276.8922
2025-07-04,39,390,2025-07-04,390,2025-07-04,400,3093.8000,2011.7250,515.6333,335.2875
2025-07-04,40,400,2025-07-04,400,2025-07-04,410,3142.1330,2194.0320,523.6888,365.6720
2025-07-04,41,410,2025-07-04,410,2025-07-04,420,3357.0804,2383.7180,559.5134,397.2863
2025-07-04,42,420,2025-07-04,420,2025-07-04,430,3686.1400,2691.1125,614.3567,448.5188
2025-07-04,43,430,2025-07-04,430,2025-07-04,440,3941.3928,3031.4942,656.8988,505.2490
2025-07-04,44,440,2025-07-04,440,2025-07-04,450,3640.5694,3256.9190,606.7616,542.8198
2025-07-04,45,450,2025-07-04,450,2025-07-04,460,3123.1300,3425.0625,520.5217,570.8438
2025-07-04,46,460,2025-07-04,460,2025-07-04,470,3270.3780,3720.5353,545.0630,620.0892
2025-07-04,47,470,2025-07-04,470,2025-07-04,480,3574.9398,3968.8872,595.8233,661.4812
2025-07-04,48,480,2025-07-04,480,2025-07-04,490,3694.1600,4156.6125,615.6933,692.7687
2025-07-04,49,490,2025-07-04,490,2025-07-04,500,3764.6093,4428.0618,627.4349,738.0103
2025-07-04,50,500,2025-07-04,500,2025-07-04,510,3755.0481,4563.8901,625.8413,760.6483
2025-07-04,51,510,2025-07-04,510,2025-07-04,520,3635.8100,4646.2125,605.9683,774.3687
2025-07-04,52,520,2025-07-04,520,2025-07-04,530,3512.6828,4974.3627,585.4471,829.0604
2025-07-04,53,530,2025-07-04,530,2025-07-04,540,3804.2329,5162.1019,634.0388,860.3503
2025-07-04,54,540,2025-07-04,540,2025-07-04,550,4278.6400,5243.8125,713.1067,873.9688
2025-07-04,55,550,2025-07-04,550,2025-07-04,560,4267.7170,5663.0889,711.2862,943.8481
2025-07-04,56,560,2025-07-04,560,2025-07-04,570,4243.4818,6126.3176,707.2470,1021.0529
2025-07-04,57,570,2025-07-04,570,2025-07-04,580,4368.4200,6407.7375,728.0700,1067.9562
2025-07-04,58,580,2025-07-04,580,2025-07-04,590,4301.8529,6571.9178,716.9755,1095.3196
2025-07-04,59,590,2025-07-04,590,2025-07-04,600,4104.5291,6799.5689,684.0882,1133.2615
2025-07-04,60,600,2025-07-04,600,2025-07-04,610,4029.4400,7062.1875,671.5733,1177.0312
2025-07-04,61,610,2025-07-04,610,2025-07-04,620,4254.7173,7177.0079,709.1196,1196.1680
2025-07-04,62,620,2025-07-04,620,2025-07-04,630,4342.3468,7282.2617,723.7245,1213.7103
2025-07-04,63,630,2025-07-04,630,2025-07-04,640,4253.3700,7517.7000,708.8950,1252.9500
2025-07-04,64,640,2025-07-04,640,2025-07-04,650,4322.6515,7887.4577,720.4419,1314.5763
2025-07-04,65,650,2025-07-04,650,2025-07-04,660,4194.0910,8190.4088,699.0152,1365.0681
2025-07-04,66,660,2025-07-04,660,2025-07-04,670,4012.0700,8446.5375,668.6783,1407.7562
2025-07-04,67,670,2025-07-04,670,2025-07-04,680,4297.1631,8841.0920,716.1938,1473.5153
2025-07-04,68,680,2025-07-04,680,2025-07-04,690,4393.8899,9144.7466,732.3150,1524.1244
2025-07-04,69,690,2025-07-04,690,2025-07-04,700,4173.8500,9260.3625,695.6417,1543.3937
2025-07-04,70,700,2025-07-04,700,2025-07-04,710,4166.7784,9243.5212,694.4631,1540.5869
2025-07-04,71,710,2025-07-04,710,2025-07-04,720,4231.0121,8838.9767,705.1687,1473.1628
2025-07-04,72,720,2025-07-04,720,2025-07-04,730,4282.1000,8474.4375,713.6833,1412.4062
2025-07-04,73,730,2025-07-04,730,2025-07-04,740,4404.0667,8891.1608,734.0111,1481.8601
2025-07-04,74,740,2025-07-04,740,2025-07-04,750,4428.0844,9086.8705,738.0141,1514.4784
2025-07-04,75,750,2025-07-04,750,2025-07-04,760,4345.0300,8875.7250,724.1717,1479.2875
2025-07-04,76,760,2025-07-04,760,2025-07-04,770,4348.2854,8966.2226,724.7142,1494.3704
2025-07-04,77,770,2025-07-04,770,2025-07-04,780,4525.6797,8650.9100,754.2799,1441.8183
2025-07-04,78,780,2025-07-04,780,2025-07-04,790,4626.5800,7980.8625,771.0967,1330.1437
2025-07-04,79,790,2025-07-04,790,2025-07-04,800,4318.1231,7784.4113,719.6872,1297.4019
2025-07-04,80,800,2025-07-04,800,2025-07-04,810,4151.2272,7527.4538,691.8712,1254.5756
2025-07-04,81,810,2025-07-04,810,2025-07-04,820,4316.9100,7096.9875,719.4850,1182.8312
2025-07-04,82,820,2025-07-04,820,2025-07-04,830,4468.2859,6947.4041,744.7143,1157.9007
2025-07-04,83,830,2025-07-04,830,2025-07-04,840,4450.8369,6732.9608,741.8062,1122.1601
2025-07-04,84,840,2025-07-04,840,2025-07-04,850,4323.5600,6505.3500,720.5933,1084.2250
2025-07-04,85,850,2025-07-04,850,2025-07-04,860,4298.1497,6665.5925,716.3583,1110.9321
2025-07-04,86,860,2025-07-04,860,2025-07-04,870,4545.0706,6618.8958,757.5118,1103.1493
2025-07-04,87,870,2025-07-04,870,2025-07-04,880,4858.5900,6215.0250,809.7650,1035.8375
2025-07-04,88,880,2025-07-04,880,2025-07-04,890,4848.3588,5896.7615,808.0598,982.7936
2025-07-04,89,890,2025-07-04,890,2025-07-04,900,4823.3998,5680.8107,803.9000,946.8018
2025-07-04,90,900,2025-07-04,900,2025-07-04,910,4845.4000,5527.4250,807.5667,921.2375
2025-07-04,91,910,2025-07-04,910,2025-07-04,920,4674.6374,5401.0099,779.1062,900.1683
2025-07-04,92,920,2025-07-04,920,2025-07-04,930,4560.0436,5069.9891,760.0073,844.9982
2025-07-04,93,930,2025-07-04,930,2025-07-04,940,4640.0900,4672.7625,773.3483,778.7937
2025-07-04,94,940,2025-07-04,940,2025-07-04,950,4786.5028,4584.5175,797.7505,764.0862
2025-07-04,95,950,2025-07-04,950,2025-07-04,960,4767.3793,4467.1452,794.5632,744.5242
2025-07-04,96,960,2025-07-04,960,2025-07-04,970,4648.8500,4208.6250,774.8083,701.4375
2025-07-04,97,970,2025-07-04,970,2025-07-04,980,4681.3657,4035.3214,780.2276,672.5536
2025-07-04,98,980,2025-07-04,980,2025-07-04,990,4592.3573,3891.3328,765.3929,648.5555
2025-07-04,99,990,2025-07-04,990,2025-07-04,1000,4544.3800,3652.2375,757.3967,608.7062
2025-07-04,100,1000,2025-07-04,1000,2025-07-04,1010,4918.0681,3265.2704,819.6780,544.2117
2025-07-04,101,1010,2025-07-04,1010,2025-07-04,1020,4749.0168,2931.1526,791.5028,488.5254
2025-07-04,102,1020,2025-07-04,1020,2025-07-04,1030,4101.8200,2755.2000,683.6367,459.2000
2025-07-04,103,1030,2025-07-04,1030,2025-07-04,1040,4066.8324,2659.9803,677.8054,443.3301
2025-07-04,104,1040,2025-07-04,1040,2025-07-04,1050,4357.5989,2479.3171,726.2665,413.2195
2025-07-04,105,1050,2025-07-04,1050,2025-07-04,1060,4469.7300,2195.5875,744.9550,365.9312
2025-07-04,106,1060,2025-07-04,1060,2025-07-04,1070,4225.7133,1926.7123,704.2856,321.1187
2025-07-04,107,1070,2025-07-04,1070,2025-07-04,1080,4159.7162,1657.6369,693.2860,276.2728
2025-07-04,108,1080,2025-07-04,1080,2025-07-04,1090,4289.0600,1357.1250,714.8433,226.1875
2025-07-04,109,1090,2025-07-04,1090,2025-07-04,1100,4130.9225,1033.7314,688.4871,172.2886
2025-07-04,110,1100,2025-07-04,1100,2025-07-04,1110,3964.9030,774.5161,660.8172,129.0860
2025-07-04,111,1110,2025-07-04,1110,2025-07-04,1120,4044.6100,572.6625,674.1017,95.4437
2025-07-04,112,1120,2025-07-04,1120,2025-07-04,1130,4332.2249,341.4329,722.0375,56.9055
2025-07-04,113,1130,2025-07-04,1130,2025-07-04,1140,4529.6021,127.1218,754.9337,21.1870
2025-07-04,114,1140,2025-07-04,1140,2025-07-04,1150,4469.9300,0.0000,744.9883,0.0000
2025-07-04,115,1150,2025-07-04,1150,2025-07-04,1160,4231.4313,0.0000,705.2386,0.0000
2025-07-04,116,1160,2025-07-04,1160,2025-07-04,1170,4085.2094,4.2926,680.8682,0.7154
2025-07-04,117,1170,2025-07-04,1170,2025-07-04,1180,4088.0000,0.0000,681.3333,0.0000
2025-07-04,118,1180,2025-07-04,1180,2025-07-04,1190,4122.8715,0.0000,687.1453,0.0000
2025-07-04,119,1190,2025-07-04,1190,2025-07-04,1200,4396.9327,0.3082,732.8221,0.0514
2025-07-04,120,1200,2025-07-04,1200,2025-07-04,1210,4675.2500,0.0000,779.2083,0.0000
2025-07-04,121,1210,2025-07-04,1210,2025-07-04,1220,4467.4910,0.0000,744.5818,0.0000
2025-07-04,122,1220,2025-07-04,1220,2025-07-04,1230,4335.4752,0.0221,722.5792,0.0037
2025-07-04,123,1230,2025-07-04,1230,2025-07-04,1240,4429.3800,0.0000,738.2300,0.0000
2025-07-04,124,1240,2025-07-04,1240,2025-07-04,1250,4366.2511,0.0000,727.7085,0.0000
2025-07-04,125,1250,2025-07-04,1250,2025-07-04,1260,4340.4632,0.0016,723.4105,0.0003
2025-07-04,126,1260,2025-07-04,1260,2025-07-04,1270,4425.6200,0.0000,737.6033,0.0000
2025-07-04,127,1270,2025-07-04,1270,2025-07-04,1280,4440.7573,0.0000,740.1262,0.0000
2025-07-04,128,1280,2025-07-04,1280,2025-07-04,1290,4291.1210,0.0000,715.1868,0.0000
2025-07-04,129,1290,2025-07-04,1290,2025-07-04,1300,4228.6400,0.0000,704.7733,0.0000
2025-07-04,130,1300,2025-07-04,1300,2025-07-04,1310,4524.2608,0.0000,754.0435,0.0000
2025-07-04,131,1310,2025-07-04,1310,2025-07-04,1320,4292.4011,0.0000,715.4002,0.0000
2025-07-04,132,1320,2025-07-04,1320,2025-07-04,1330,3627.4200,0.0000,604.5700,0.0000
2025-07-04,133,1330,2025-07-04,1330,2025-07-04,1340,3571.9755,0.0000,595.3293,0.0000
2025-07-04,134,1340,2025-07-04,1340,2025-07-04,1350,3875.9103,0.0000,645.9851,0.0000
2025-07-04,135,1350,2025-07-04,1350,2025-07-04,1360,4053.0000,0.0000,675.5000,0.0000
2025-07-04,136,1360,2025-07-04,1360,2025-07-04,1370,3893.3897,0.0000,648.8983,0.0000
2025-07-04,137,1370,2025-07-04,1370,2025-07-04,1380,3860.5396,0.0000,643.4233,0.0000
2025-07-04,138,1380,2025-07-04,1380,2025-07-04,1390,3955.3900,0.0000,659.2317,0.0000
2025-07-04,139,1390,2025-07-04,1390,2025-07-04,1400,3766.1846,0.0000,627.6974,0.0000
2025-07-04,140,1400,2025-07-04,1400,2025-07-04,1410,3722.8832,0.0000,620.4805,0.0000
2025-07-04,141,1410,2025-07-04,1410,2025-07-04,1420,3871.1700,0.0000,645.1950,0.0000
2025-07-04,142,1420,2025-07-04,1420,2025-07-04,1430,3810.2111,0.0000,635.0352,0.0000
2025-07-04,143,1430,2025-07-04,1430,2025-07-05,0,3747.3787,0.0000,624.5631,0.0000
2025-07-04,144,1440,2025-07-05,0,2025-07-05,10,3770.6800,0.0000,628.4467,0.0000
2025-07-05,1,10,2025-07-05,10,2025-07-05,20,3762.8700,0.0000,627.1450,0.0000
2025-07-05,2,20,2025-07-05,20,2025-07-05,30,3881.2009,0.0000,646.8668,0.0000
2025-07-05,3,30,2025-07-05,30,2025-07-05,40,3976.7800,0.0000,662.7967,0.0000
2025-07-05,4,40,2025-07-05,40,2025-07-05,50,3738.4441,0.0000,623.0740,0.0000
2025-07-05,5,50,2025-07-05,50,2025-07-05,60,3684.5057,0.0000,614.0843,0.0000
2025-07-05,6,60,2025-07-05,60,2025-07-05,70,3799.9900,0.0000,633.3317,0.0000
2025-07-05,7,70,2025-07-05,70,2025-07-05,80,3591.2454,0.0000,598.5409,0.0000
2025-07-05,8,80,2025-07-05,80,2025-07-05,90,3590.6747,0.0000,598.4458,0.0000
2025-07-05,9,90,2025-07-05,90,2025-07-05,100,3720.2100,0.0000,620.0350,0.0000
2025-07-05,10,100,2025-07-05,100,2025-07-05,110,3359.1403,0.0000,559.8567,0.0000
2025-07-05,11,110,2025-07-05,110,2025-07-05,120,3182.0556,0.0000,530.3426,0.0000
2025-07-05,12,120,2025-07-05,120,2025-07-05,130,3405.2200,0.0000,567.5367,0.0000
2025-07-05,13,130,2025-07-05,130,2025-07-05,140,3563.6406,0.0000,593.9401,0.0000
2025-07-05,14,140,2025-07-05,140,2025-07-05,150,3626.9365,0.0000,604.4894,0.0000
2025-07-05,15,150,2025-07-05,150,2025-07-05,160,3512.9800,0.0000,585.4967,0.0000
2025-07-05,16,160,2025-07-05,160,2025-07-05,170,3151.7578,0.0000,525.2930,0.0000
2025-07-05,17,170,2025-07-05,170,2025-07-05,180,3163.3906,0.0000,527.2318,0.0000
2025-07-05,18,180,2025-07-05,180,2025-07-05,190,3552.3400,0.0000,592.0567,0.0000
2025-07-05,19,190,2025-07-05,190,2025-07-05,200,3663.7624,0.0017,610.6271,0.0003
2025-07-05,20,200,2025-07-05,200,2025-07-05,210,3379.7574,0.0000,563.2929,0.0000
2025-07-05,21,210,2025-07-05,210,2025-07-05,220,3042.9600,0.0000,507.1600,0.0000
2025-07-05,22,220,2025-07-05,220,2025-07-05,230,3114.4497,0.0236,519.0749,0.0039
2025-07-05,23,230,2025-07-05,230,2025-07-05,240,3273.5734,0.0000,545.5956,0.0000
2025-07-05,24,240,2025-07-05,240,2025-07-05,250,3341.0600,0.0000,556.8433,0.0000
2025-07-05,25,250,2025-07-05,250,2025-07-05,260,3434.6116,0.3294,572.4353,0.0549
2025-07-05,26,260,2025-07-05,260,2025-07-05,270,3499.8404,0.0000,583.3067,0.0000
2025-07-05,27,270,2025-07-05,270,2025-07-05,280,3463.8100,0.0000,577.3017,0.0000
2025-07-05,28,280,2025-07-05,280,2025-07-05,290,3328.5230,4.5877,554.7538,0.7646
2025-07-05,29,290,2025-07-05,290,2025-07-05,300,3275.2212,0.0000,545.8702,0.0000
2025-07-05,30,300,2025-07-05,300,2025-07-05,310,3355.3200,0.0000,559.2200,0.0000
2025-07-05,31,310,2025-07-05,310,2025-07-05,320,3442.0162,128.7540,573.6694,21.4590
2025-07-05,32,320,2025-07-05,320,2025-07-05,330,3399.9552,310.9700,566.6592,51.8283
2025-07-05,33,330,2025-07-05,330,2025-07-05,340,3253.2500,498.9375,542.2083,83.1562
2025-07-05,34,340,2025-07-05,340,2025-07-05,350,3150.5084,691.6758,525.0847,115.2793
2025-07-05,35,350,2025-07-05,350,2025-07-05,360,3100.2837,858.1001,516.7139,143.0167
2025-07-05,36,360,2025-07-05,360,2025-07-05,370,3090.8300,1038.7500,515.1383,173.1250
2025-07-05,37,370,2025-07-05,370,2025-07-05,380,3134.2903,1306.6325,522.3817,217.7721
2025-07-05,38,380,2025-07-05,380,2025-07-05,390,3264.5042,1552.5930,544.0840,258.7655
2025-07-05,39,390,2025-07-05,390,2025-07-05,400,3338.9700,1780.1625,556.4950,296.6937
2025-07-05,40,400,2025-07-05,400,2025-07-05,410,3160.1919,2092.8066,526.6986,348.8011
2025-07-05,41,410,2025-07-05,410,2025-07-05,420,3027.3149,2364.9394,504.5525,394.1566
2025-07-05,42,420,2025-07-05,420,2025-07-05,430,3144.5200,2585.2875,524.0867,430.8812
2025-07-05,43,430,2025-07-05,430,2025-07-05,440,3445.3291,2858.7036,574.2215,476.4506
2025-07-05,44,440,2025-07-05,440,2025-07-05,450,3671.5083,3070.9935,611.9180,511.8322
2025-07-05,45,450,2025-07-05,450,2025-07-05,460,3665.0200,3273.0000,610.8367,545.5000
2025-07-05,46,460,2025-07-05,460,2025-07-05,470,3474.1247,3647.8392,579.0208,607.9732
2025-07-05,47,470,2025-07-05,470,2025-07-05,480,3377.1301,4030.4744,562.8550,671.7457
2025-07-05,48,480,2025-07-05,480,2025-07-05,490,3427.8700,4383.9750,571.3117,730.6625
2025-07-05,49,490,2025-07-05,490,2025-07-05,500,3436.4635,4785.4112,572.7439,797.5685
2025-07-05,50,500,2025-07-05,500,2025-07-05,510,3363.4191,4921.9262,560.5698,820.3210
2025-07-05,51,510,2025-07-05,510,2025-07-05,520,3294.3600,4935.7500,549.0600,822.6250
2025-07-05,52,520,2025-07-05,520,2025-07-05,530,3399.8386,5311.0282,566.6398,885.1714
2025-07-05,53,530,2025-07-05,530,2025-07-05,540,3832.4197,5696.9951,638.7366,949.4992
2025-07-05,54,540,2025-07-05,540,2025-07-05,550,4285.2100,5920.8000,714.2017,986.8000
2025-07-05,55,550,2025-07-05,550,2025-07-05,560,4235.1558,6148.5753,705.8593,1024.7625
2025-07-05,56,560,2025-07-05,560,2025-07-05,570,4093.9956,6334.9842,682.3326,1055.8307
2025-07-05,57,570,2025-07-05,570,2025-07-05,580,4132.2400,6458.5875,688.7067,1076.4312
2025-07-05,58,580,2025-07-05,580,2025-07-05,590,4214.5207,6634.4445,702.4201,1105.7407
2025-07-05,59,590,2025-07-05,590,2025-07-05,600,4120.8413,7168.9622,686.8069,1194.8270
2025-07-05,60,600,2025-07-05,600,2025-07-05,610,4051.5700,7725.7125,675.2617,1287.6187
2025-07-05,61,610,2025-07-05,610,2025-07-05,620,4366.9432,7661.9886,727.8239,1276.9981
2025-07-05,62,620,2025-07-05,620,2025-07-05,630,4362.2408,7820.7614,727.0401,1303.4602
2025-07-05,63,630,2025-07-05,630,2025-07-05,640,4084.4800,8324.5125,680.7467,1387.4188
2025-07-05,64,640,2025-07-05,640,2025-07-05,650,4270.3272,8413.2932,711.7212,1402.2155
2025-07-05,65,650,2025-07-05,650,2025-07-05,660,4360.4801,8204.6768,726.7467,1367.4461
2025-07-05,66,660,2025-07-05,660,2025-07-05,670,4292.1500,8259.0000,715.3583,1376.5000
2025-07-05,67,670,2025-07-05,670,2025-07-05,680,4556.5355,8910.5671,759.4226,1485.0945
2025-07-05,68,680,2025-07-05,680,2025-07-05,690,4571.8920,8825.7014,761.9820,1470.9502
2025-07-05,69,690,2025-07-05,690,2025-07-05,700,4345.6000,8102.1000,724.2667,1350.3500
2025-07-05,70,700,2025-07-05,700,2025-07-05,710,4459.3418,8178.7397,743.2236,1363.1233
2025-07-05,71,710,2025-07-05,710,2025-07-05,720,4370.5568,8478.3775,728.4261,1413.0629
2025-07-05,72,720,2025-07-05,720,2025-07-05,730,4259.6800,8386.8375,709.9467,1397.8062
2025-07-05,73,730,2025-07-05,730,2025-07-05,740,4828.9759,7952.0963,804.8293,1325.3494
2025-07-05,74,740,2025-07-05,740,2025-07-05,750,4884.6142,7885.7709,814.1024,1314.2951
2025-07-05,75,750,2025-07-05,750,2025-07-05,760,4360.6400,8260.8375,726.7733,1376.8062
2025-07-05,76,760,2025-07-05,760,2025-07-05,770,4400.3264,8507.4678,733.3877,1417.9113
2025-07-05,77,770,2025-07-05,770,2025-07-05,780,4557.3211,8667.5070,759.5535,1444.5845
2025-07-05,78,780,2025-07-05,780,2025-07-05,790,4552.7700,8628.5625,758.7950,1438.0938
2025-07-05,79,790,2025-07-05,790,2025-07-05,800,4601.5886,8146.3559,766.9314,1357.7260
2025-07-05,80,800,2025-07-05,800,2025-07-05,810,4575.0090,7696.3393,762.5015,1282.7232
2025-07-05,81,810,2025-07-05,810,2025-07-05,820,4519.5200,7562.4750,753.2533,1260.4125
2025-07-05,82,820,2025-07-05,820,2025-07-05,830,4628.7549,7613.2776,771.4591,1268.8796
2025-07-05,83,830,2025-07-05,830,2025-07-05,840,4630.9269,7565.7544,771.8211,1260.9591
2025-07-05,84,840,2025-07-05,840,2025-07-05,850,4506.3400,7346.7375,751.0567,1224.4562
2025-07-05,85,850,2025-07-05,850,2025-07-05,860,4514.8048,7082.0752,752.4675,1180.3459
2025-07-05,86,860,2025-07-05,860,2025-07-05,870,4552.8979,6725.7794,758.8163,1120.9632
2025-07-05,87,870,2025-07-05,870,2025-07-05,880,4519.8100,6332.4375,753.3017,1055.4062
2025-07-05,88,880,2025-07-05,880,2025-07-05,890,4458.6505,6049.9374,743.1084,1008.3229
2025-07-05,89,890,2025-07-05,890,2025-07-05,900,4582.8804,5815.1631,763.8134,969.1938
2025-07-05,90,900,2025-07-05,900,2025-07-05,910,4799.2400,5525.1375,799.8733,920.8562
2025-07-05,91,910,2025-07-05,910,2025-07-05,920,4790.2478,5146.1766,798.3746,857.6961
2025-07-05,92,920,2025-07-05,920,2025-07-05,930,4723.6810,4856.1100,787.2802,809.3517
2025-07-05,93,930,2025-07-05,930,2025-07-05,940,4646.7600,4710.9375,774.4600,785.1562
2025-07-05,94,940,2025-07-05,940,2025-07-05,950,4490.3565,4598.6851,748.3927,766.4475
2025-07-05,95,950,2025-07-05,950,2025-07-05,960,4668.5931,4437.4311,778.0988,739.5718
2025-07-05,96,960,2025-07-05,960,2025-07-05,970,4942.2600,4240.0500,823.7100,706.6750
2025-07-05,97,970,2025-07-05,970,2025-07-05,980,4657.5192,4042.3300,776.2532,673.7217
2025-07-05,98,980,2025-07-05,980,2025-07-05,990,4570.9800,3648.7662,761.8300,608.1277
2025-07-05,99,990,2025-07-05,990,2025-07-05,1000,4926.3800,3226.2000,821.0633,537.7000
2025-07-05,100,1000,2025-07-05,1000,2025-07-05,1010,5123.7797,3157.1030,853.9633,526.1838
2025-07-05,101,1010,2025-07-05,1010,2025-07-05,1020,4721.1356,3021.6833,786.8559,503.6139
2025-07-05,102,1020,2025-07-05,1020,2025-07-05,1030,4156.4300,2641.9125,692.7383,440.3187
2025-07-05,103,1030,2025-07-05,1030,2025-07-05,1040,4303.1164,2258.7710,717.1861,376.4618
2025-07-05,104,1040,2025-07-05,1040,2025-07-05,1050,4482.1367,1996.8020,747.0228,332.8003
2025-07-05,105,1050,2025-07-05,1050,2025-07-05,1060,4285.7600,1840.7625,714.2933,306.7937
2025-07-05,106,1060,2025-07-05,1060,2025-07-05,1070,4014.5793,1685.6764,669.0965,280.9461
2025-07-05,107,1070,2025-07-05,1070,2025-07-05,1080,4101.8212,1491.5176,683.6369,248.5863
2025-07-05,108,1080,2025-07-05,1080,2025-07-05,1090,4407.8400,1254.4500,734.6400,209.0750
2025-07-05,109,1090,2025-07-05,1090,2025-07-05,1100,4387.5958,996.0218,731.2660,166.0036
2025-07-05,110,1100,2025-07-05,1100,2025-07-05,1110,4259.0418,761.9721,709.8403,126.9953
2025-07-05,111,1110,2025-07-05,1110,2025-07-05,1120,4206.2200,554.1375,701.0367,92.3563
2025-07-05,112,1120,2025-07-05,1120,2025-07-05,1130,4184.1784,337.9232,697.3631,56.3205
2025-07-05,113,1130,2025-07-05,1130,2025-07-05,1140,4158.4488,133.1394,693.0748,22.1899
2025-07-05,114,1140,2025-07-05,1140,2025-07-05,1150,4133.9200,0.0000,688.9867,0.0000
2025-07-05,115,1150,2025-07-05,1150,2025-07-05,1160,4126.3788,0.0000,687.7298,0.0000
2025-07-05,116,1160,2025-07-05,1160,2025-07-05,1170,4066.3481,4.6313,677.7247,0.7719
2025-07-05,117,1170,2025-07-05,1170,2025-07-05,1180,4042.9500,0.0000,673.8250,0.0000
2025-07-05,118,1180,2025-07-05,1180,2025-07-05,1190,4219.6470,0.0000,703.2745,0.0000
2025-07-05,119,1190,2025-07-05,1190,2025-07-05,1200,4348.2535,0.3325,724.7089,0.0554
2025-07-05,120,1200,2025-07-05,1200,2025-07-05,1210,4352.2500,0.0000,725.3750,0.0000
2025-07-05,121,1210,2025-07-05,1210,2025-07-05,1220,4368.5570,0.0000,728.0928,0.0000
2025-07-05,122,1220,2025-07-05,1220,2025-07-05,1230,4294.2485,0.0239,715.7081,0.0040
2025-07-05,123,1230,2025-07-05,1230,2025-07-05,1240,4250.7700,0.0000,708.4617,0.0000
2025-07-05,124,1240,2025-07-05,1240,2025-07-05,1250,4451.8592,0.0000,741.9765,0.0000
2025-07-05,125,1250,2025-07-05,1250,2025-07-05,1260,4365.7410,0.0017,727.6235,0.0003
2025-07-05,126,1260,2025-07-05,1260,2025-07-05,1270,4062.9400,0.0000,677.1567,0.0000
2025-07-05,127,1270,2025-07-05,1270,2025-07-05,1280,4144.7720,0.0000,690.7953,0.0000
2025-07-05,128,1280,2025-07-05,1280,2025-07-05,1290,4198.9901,0.0000,699.8317,0.0000
2025-07-05,129,1290,2025-07-05,1290,2025-07-05,1300,4247.7600,0.0000,707.9600,0.0000
2025-07-05,130,1300,2025-07-05,1300,2025-07-05,1310,4640.7807,0.0000,773.4634,0.0000
2025-07-05,131,1310,2025-07-05,1310,2025-07-05,1320,4324.9935,0.0000,720.8322,0.0000
2025-07-05,132,1320,2025-07-05,1320,2025-07-05,1330,3552.7200,0.0000,592.1200,0.0000
2025-07-05,133,1330,2025-07-05,1330,2025-07-05,1340,3684.9627,0.0000,614.1604,0.0000
2025-07-05,134,1340,2025-07-05,1340,2025-07-05,1350,3902.4880,0.0000,650.4147,0.0000
2025-07-05,135,1350,2025-07-05,1350,2025-07-05,1360,3731.2600,0.0000,621.8767,0.0000
2025-07-05,136,1360,2025-07-05,1360,2025-07-05,1370,3574.8619,0.0000,595.8103,0.0000
2025-07-05,137,1370,2025-07-05,1370,2025-07-05,1380,3694.8537,0.0000,615.8089,0.0000
2025-07-05,138,1380,2025-07-05,1380,2025-07-05,1390,3890.0200,0.0000,648.3367,0.0000
2025-07-05,139,1390,2025-07-05,1390,2025-07-05,1400,3769.0585,0.0000,628.1764,0.0000
2025-07-05,140,1400,2025-07-05,1400,2025-07-05,1410,3816.5690,0.0000,636.0948,0.0000
2025-07-05,141,1410,2025-07-05,1410,2025-07-05,1420,3992.3800,0.0000,665.3967,0.0000
2025-07-05,142,1420,2025-07-05,1420,2025-07-05,1430,3826.1198,0.0000,637.6866,0.0000
2025-07-05,143,1430,2025-07-05,1430,2025-07-06,0,4069.5945,0.0000,678.2658,0.0000
2025-07-05,144,1440,2025-07-06,0,2025-07-06,10,4642.8800,0.0000,773.8133,0.0000
2025-07-06,1,10,2025-07-06,10,2025-07-06,20,4669.9004,0.0000,778.3167,0.0000
2025-07-06,2,20,2025-07-06,20,2025-07-06,30,4642.8066,0.0000,773.8011,0.0000
2025-07-06,3,30,2025-07-06,30,2025-07-06,40,4745.0000,0.0000,790.8333,0.0000
2025-07-06,4,40,2025-07-06,40,2025-07-06,50,4645.2955,0.0000,774.2159,0.0000
2025-07-06,5,50,2025-07-06,50,2025-07-06,60,4593.7136,0.0000,765.6189,0.0000
2025-07-06,6,60,2025-07-06,60,2025-07-06,70,4673.7700,0.0000,778.9617,0.0000
2025-07-06,7,70,2025-07-06,70,2025-07-06,80,4680.4692,0.0000,780.0782,0.0000
2025-07-06,8,80,2025-07-06,80,2025-07-06,90,4540.0171,0.0000,756.6695,0.0000
2025-07-06,9,90,2025-07-06,90,2025-07-06,100,4416.4700,0.0000,736.0783,0.0000
